Sequence number,Code,Time of departure/entry,Departure aerodrome,Arrival aerodrome,Flight identification,Main Exemption code,Type of aircraft,Operator,Aircraft Registration,Comment1,Flight date,IFPLID,Planned_aerodrome,Charging_zone_overflow,Entry_point,Exit_point,Sup_exemption_code,Source of the Aircraft Address,24-bit Aircraft Address,Comment2,case7,case8,case9,case10,case13,case15,case16,case18,ccrArrival,front_alg_fr,premier_plot_fr,modes_fr,Type_Avion_Survol
9666,F,2049,LFPG,LIMC,EJU18TX  ,Z,A320   ,Z  ,OEIWW    ,,240321,AA57102657,,,,,,,440B1E,,EJU18TX,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFPG2020 ,N0428F350 OKASI DCT OKEKO DCT MOU/N0433F350 DCT MADIV DCT MOKIP DCT TUFTA DCT GVA DCT MOBLO/N0395F290 DCT LURAG/N0340F190 M135 ASTIG ,LIMC0117 LSGG ,"CODE/440B1E DAT/V DOF/240321 EET/LSAS0040 LFFF0042 LIMM0047 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/LTNOOCR PER/C REG/OEIWW RMK/TCAS RVR/75 SEL/BDEG)
",CDG,False,2049.0,440B1E,A320
9669,F,1119,LFBD,GMMX,EJU1907  ,Z,A320   ,Z  ,OEIJZ    ,,240321,AA57099065,,,,,,,440128,,EJU1907,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFBD1110 ,N0421F330 VAVIX DCT BTZ DCT URUNA/N0434F390 P181 NEA N864 PIMOS N869 GALTO UN869 SLK UZ801 VALBA UG850 OBOGA ,GMMX0216 GMMN ,"CODE/440128 DAT/V DOF/240321 EET/LFFF0008 LECM0018 GMMM0131 NAV/RNP2 OPR/EJU ORGN/LTNOOCR PER/C REG/OEIJZ RMK/TCAS PAX FLT RVR/75 SEL/CQGR)
",MERI,False,1121.0,440128,A320
9670,F,1808,LFMN,LFPO,EJU192N  ,Z,A319   ,Z  ,OELQN    ,,240321,AA57106845,,,,,,,440170,,EJU192N,IS ,A319/M,SDE2E3FGIJ1RWXYZ/LB1 ,LFMN1755 ,N0423F340 BADOD UZ12 BULOL UM733 IDAVO DCT ARDOL ,LFPO0105 LFPG ,"CODE/440170 DAT/V DOF/240321 EET/LFFF0007 IFP/MODESASP NAV/RNP 2 OPR/EJU ORGN/LTNOOCR PER/C REG/OELQN RMK/TCAS PAX FLT RVR/75 SEL/LQFG)
",NICE,False,1800.0,440170,A319
9671,F,1832,LFMN,LFPO,EJU192N  ,Z,A319   ,Z  ,OELQN    ,,240321,AA57089847,,,,,,,440170,,EJU192N,IS ,A319/M,SDE2E3FGIJ1RWXYZ/LB1 ,LFMN1800 ,N0423F340 BADOD UZ12 BULOL UM733 IDAVO DCT ARDOL ,LFPO0105 LFPG ,"CODE/440170 DAT/V DOF/240321 EET/LFFF0007 IFP/MODESASP NAV/RNP 2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OELQN RMK/TCAS PAX FLT RVR/075 SEL/LQFG)
",NICE,False,1800.0,440170,A319
9677,F,708,LFPO,LFMN,EJU300Q  ,Z,A320   ,Z  ,OEINF    ,,240321,AA57076809,,,,,,,440237,,EJU300Q,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFPO0655 ,N0428F370 LATRA DCT LAMUT DCT UTUVA DCT LERGA DCT LIQID UY30 LATAM UY22 NISAR ,LFMN0057 LIMJ ,"CODE/440237 DAT/V DOF/240321 EET/LFMM0053 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEINF RMK/TCAS PAX FLT RVR/075 SEL/BQDE)
",ORL,False,706.0,440237,A320
9678,F,658,LFLL,LFBO,EJU307M  ,Z,A320   ,Z  ,OEIJE    ,,240321,AA57076397,,,,,,,440713,,EJU307M,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFLL0630 ,N0363F230 REPSI DCT LERGA DCT MINSO DCT NARAK ,LFBO0042 LEBL LFMT ,"CODE/440713 DAT/V DOF/240321 EET/LFFF0007 LFBB0030 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEIJE RMK/TCAS PAX FLT RVR/075 SEL/JPAL)
",LYON,False,650.0,440713,A320
9679,F,1837,LFBO,LFRS,EJU308E  ,Z,A320   ,Z  ,OEINO    ,,240321,AA57090526,,,,,,,4402F0,,EJU308E,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFBO1840 ,N0375F240 LACOU DCT CHALA DCT CNA DCT MANAK ,LFRS0040 LFRN ,"CODE/4402F0 DAT/V DOF/240321 EET/LFFF0007 LFRR0037 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEINO RMK/TCAS PAX FLT RVR/075 SEL/GMLQ)
",TOUL,False,1839.0,4402F0,A320
9684,F,2015,LFRS,LFLL,EJU315U  ,Z,A320   ,Z  ,OEINO    ,,240321,AA57092851,,,,,,,4402F0,,EJU315U,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFRS2020 ,N0384F250 LUGEN UM184 TUPAR DCT DIDRU/N0413F310 DCT BEBIX/N0407F300 DCT VALKU DCT LABAL ,LFLL0051 LSGG ,"CODE/4402F0 DAT/V DOF/240321 EET/LFFF0008 LFMM0039 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEINO RMK/TCAS PAX FLT RVR/075 SEL/GMLQ)
",NANT,False,2018.0,4402F0,A320
9686,F,2010,LFSB,EDDB,EJU31GU  ,Z,A320   ,Z  ,OEIVI    ,,240321,AA57091709,,,,,,,440080,,EJU31GU,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFSB1955 ,N0379F240 ELBEG Y715 TITIX/N0392F260 Y715 HEUSE/N0437F360 N851 TEDGO DCT TIKNI/N0435F370 T279 TAMEB T278 KLF DCT ,EDDB0117 LKPR ,"CODE/440080 DAT/V DOF/240321 EET/EDGG0004 EDUU0010 EDWW0108 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEIVI RMK/TCAS PAX FLT RVR/075 SEL/CLKR)
",BALE,False,2012.0,440080,A320
9689,F,1041,LFLL,LPFR,EJU31VM  ,Z,A319   ,Z  ,OELKY    ,,240321,AA57079855,,,,,,,440C31,,EJU31VM,IS ,A319/M,SDE2E3FGIJ1RWXYZ/LB1 ,LFLL0936 ,N0432F390 REPSI DCT LERGA DCT MINSO DCT NARAK DCT AGN DCT MAQAB DCT TIVLI N869 ZAR Z245 CJN N975 CCS DCT ELVAR DCT USALU ,LPFR0204 LPPT ,"CODE/440018 DAT/V DOF/240321 EET/LFFF0007 LECM0046 LPPC0142 NAV/RNP 2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OELKP RMK/TCAS PAX FLT RVR/075 SEL/KPJQ)
",LYON,False,1032.0,440C31,A319
9690,F,614,LFPG,EGAA,EJU31YP  ,Z,A320   ,Z  ,OEICT    ,,240321,AA57075975,,,,,,,4402DB,,EJU31YP,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFPG0605 ,N0430F380 ATREX UT225 VESAN UL613 SOVAT DCT LESTA UP6 RODOL UM65 TENSO L603 BELOX/N0415F360 DCT REMSI DCT UVPOK M147 ROBOP M146 IPSET P6 BELZU DCT ,EGAA0124 EIDW ,"CODE/4402DB DOF/240321 EET/EGTT0021 EGPX0118 NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEICT RMK/TCAS PAX FLT RVR/075 SEL/GRBF)
",CDG,False,614.0,4402DB,A320
9691,F,938,LFML,LFBD,EJU320A  ,Z,A319   ,Z  ,OELQP    ,,240321,AA57080387,,,,,,,4405B6,,EJU320A,IS ,A319/M,SDE2E3FGIJ1RWXYZ/LB1 ,LFML0800 ,N0332F180 MTG Y25 SALIN/N0403F340 UY25 FJR DCT FISTO DCT MIRBA ,LFBD0044 LEBL LFMT ,"CODE/4405B6 DAT/V DOF/240321 EET/LFFF0007 LFBB0035 IFP/MODESASP NAV/RNP 2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OELQP RMK/TCAS PAX FLT RVR/075 SEL/DFAR)
",MARS,False,856.0,4405B6,A319
9692,F,946,LFBO,LFSB,EJU328F  ,Z,A319   ,Z  ,OELKO    ,,240320,AA57052628,,,,,,,44009E,,EJU328F,IS ,A319/M,SDE2E3FGIJ1RWXYZ/LB1 ,LFBO0955 ,N0326F180 FINOT G36 GAI V12 CFA A27 MOU G21 RLP/N0313F170 G4 LUL G42 ARPUS ,LFSB0115 LSZH ,"CODE/44009E DAT/V DOF/240320 EET/LFMM0029 LFFF0040 LFEE0051 IFP/MODESASP NAV/RNP 2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OELKO RMK/TCAS PAX FLT RVR/075 SEL/DECJ)
",TOUL,False,1351.0,440625,A319
9693,F,1006,LFBO,LFSB,EJU328F  ,Z,A319   ,Z  ,OELKO    ,,240320,AA57052628,,,,,,,44009E,,nan,nan,nan,nan,nan,nan,nan,nan,BORD,False,1351.0,440625,A319
9694,F,1350,LFBO,LFSB,EJU328F  ,Z,A319   ,Z  ,OELKM    ,,240321,AA57085441,,,,,,,440625,,EJU328F,IS ,A319/M,SDE2E3FGIJ1RWXYZ/LB1 ,LFBO1400 ,N0339F180 FINOT G36 GAI/N0330F180 V12 CFA A27 MOU G21 RLP/N0317F170 G4 LUL G42 ARPUS ,LFSB0119 LSZH ,"CODE/440625 DAT/V DOF/240321 EET/LFMM0031 LFFF0043 LFEE0054 IFP/MODESASP NAV/RNP 2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OELKM RMK/TCAS PAX FLT RVR/075 SEL/FJLP TALT/LFMT)
",TOUL,False,1351.0,440625,A319
9695,F,1347,LFPG,LIMC,EJU32FU  ,Z,A320   ,Z  ,OEIZF    ,,240321,AA57084359,,,,,,,440CB1,,EJU32FU,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFPG1315 ,N0420F350 OKASI DCT OKEKO DCT MOU/N0426F350 DCT MADIV DCT MOKIP DCT TUFTA DCT GVA DCT MOBLO/N0382F290 DCT LURAG/N0329F190 M135 ASTIG ,LIMC0120 LIMF ,"CODE/440CB1 DAT/V DOF/240321 EET/LSAS0040 LFFF0042 LIMM0046 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEIZF RMK/TCAS PAX FLT RVR/075 SEL/ABPQ)
",CDG,False,1346.0,440CB1,A320
9698,F,2002,LFQQ,LFBO,EJU345G  ,Z,A319   ,Z  ,OELKM    ,,240321,AA57109132,,,,,,,440625,,EJU345G,IS ,A319/M,SDE2E3FGIJ1RWXYZ/LB1 ,LFQQ2000 ,N0390F290 CMB UM728 RESMI UN857 DISAK DCT DIRMO DCT GUERE DCT EVPOK DCT NARAK ,LFBO0112 LEBL ,"CODE/440625 DAT/V DOF/240321 EET/LFBB0057 IFP/MODESASP NAV/RNP 2 OPR/EJU ORGN/LTNOOCR PER/C REG/OELKM RMK/TCAS PAX FLT RVR/75 SEL/FJLP)
",LILE,False,1953.0,440625,A319
9702,F,639,LFPO,LIRF,EJU35PM  ,Z,A320   ,Z  ,OEIVM    ,,240321,AA57076265,,,,,,,440097,,EJU35PM,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFPO0620 ,N0434F390 BUBLI UG42 LUVAL DCT BEGAR DCT ODINA DCT EKPAL DCT TINKU/N0423F370 DCT XIBIL ,LIRF0137 LIRA ,"CODE/440097 DAT/V DOF/240321 EET/EDUU0036 LSAS0038 LIMM0050 LIRR0113 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEIVM RMK/TCAS PAX FLT RVR/075 SEL/CSLR)
",ORL,False,621.0,440097,A320
9703,F,1545,LFRS,LPPR,EJU35VA  ,Z,A320   ,Z  ,OEIJI    ,,240321,AA57087887,,,,,,,440185,,EJU35VA,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFRS1535 ,N0429F390 ERIGA DCT FUJTI DCT ATLEN DCT INSID T326 ASPOR ,LPPR0109 LEST ,"CODE/440185 DAT/V DOF/240321 EET/LFFF0008 LECM0032 LPPC0100 NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEIJI RMK/TCAS PAX FLT RVR/075 SEL/EKLS)
",NANT,False,1548.0,440185,A320
9704,F,1638,LFBO,LFPO,EJU362E  ,Z,A320   ,Z  ,OEIVL    ,,240321,AA57088220,,,,,,,440090,,EJU362E,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFBO1623 ,N0396F280 FISTO DCT PERIG DCT DIBAG DCT TUDRA DCT BEVOL UT158 AMB ,LFPO0051 LFPG ,"CODE/440090 DAT/V DOF/240321 EET/LFFF0008 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEIVL RMK/TCAS PAX FLT RVR/075 SEL/DQBP)
",TOUL,False,1640.0,440090,A320
9711,F,834,LFMN,LFRS,EJU378V  ,Z,A320   ,Z  ,OEIJY    ,,240321,AA57080529,,,,,,,4402AC,,EJU378V,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFMN0805 ,N0434F380 BODRU UM616 NOQAS DCT LERGA DCT VALKU DCT PECNO/N0429F370 DCT LMG/N0378F240 DCT MANAK ,LFRS0115 LFRN ,"CODE/4402AC DAT/V DOF/240321 EET/LFFF0007 LFBB0109 LFRR0111 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEIJY RMK/TCAS PAX FLT RVR/075 SEL/BHAG)
",NICE,False,804.0,4402AC,A320
9715,F,715,LFPG,LPPT,EJU37PF  ,Z,A320   ,Z  ,OEIZF    ,,240321,AA57075950,,,,,,,440CB1,,EJU37PF,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFPG0600 ,N0421F350 LGL UT176 TERPO UN872 ERIGA/N0426F370 UZ218 FUJTI/N0431F390 DCT BAKUP DCT BATAX DCT INBOM ,LPPT0157 LPFR ,"CODE/440CB1 DAT/V DOF/240321 EET/LECM0056 LPPC0121 NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEIZF RMK/TCAS PAX FLT RVR/075 SEL/ABPQ)
",CDG,False,714.0,440CB1,A320
9716,F,819,LFBO,LFLL,EJU383B  ,Z,A320   ,Z  ,OEIJE    ,,240321,AA57080578,,,,,,,440713,,EJU383B,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFBO0807 ,N0360F260 MEN DCT NINUN UN871 MEZIN ,LFLL0036 LFMT ,"CODE/440713 DAT/V DOF/240321 EET/LFFF0007 LFMM0023 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEIJE RMK/TCAS PAX FLT RVR/075 SEL/JPAL TALT/LFMT)
",TOUL,False,822.0,440713,A320
9717,F,1010,LFRS,LFLL,EJU384Y  ,Z,A320   ,Z  ,OEIJY    ,,240321,AA57080738,,,,,,,4402AC,,EJU384Y,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFRS1035 ,N0372F250 LUGEN UM184 TUPAR DCT DIDRU/N0394F290 DCT BEBIX/N0386F280 DCT VALKU DCT LABAL ,LFLL0050 LFMT LSGG ,"CODE/4402AC DAT/V DOF/240321 EET/LFFF0007 LFMM0039 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEIJY RMK/TCAS PAX FLT RVR/075 SEL/BHAG)
",NANT,False,1011.0,4402AC,A320
9720,F,2026,LFBO,LFMN,EJU391Z  ,Z,A320   ,Z  ,OEICK    ,,240321,AA57093108,,,,,,,440053,,EJU391Z,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFBO2030 ,N0419F330 AMOLO DCT DEGOL DCT FJR UL127 ROVOT UY373 ABLAK ,LFMN0043 LFML ,"CODE/440053 DAT/V DOF/240321 EET/LFFF0007 LFMM0037 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEICK RMK/TCAS PAX FLT RVR/075 SEL/EMBQ)
",TOUL,False,2031.0,440053,A320
9722,F,803,LFBO,LFPO,EJU395W  ,Z,A320   ,Z  ,OEINA    ,,240321,AA57079869,,,,,,,440159,,EJU395W,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFBO0738 ,N0393F280 FISTO DCT PERIG DCT DIBAG DCT TUDRA DCT BEVOL UT158 AMB ,LFPO0053 LFPG ,"CODE/440159 DAT/V DOF/240321 EET/LFFF0007 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEINA RMK/TCAS PAX FLT RVR/075 SEL/AGKQ TALT/LFMT)
",TOUL,False,805.0,440159,A320
9724,F,1008,LFPO,LIML,EJU39DU  ,Z,A320   ,Z  ,OEIVL    ,,240321,AA57080425,,,,,,,440090,,EJU39DU,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFPO1000 ,N0421F330 OKASI DCT OKEKO DCT MOU DCT MADIV DCT MOKIP DCT TUFTA DCT GVA DCT MOBLO/N0394F290 DCT LURAG/N0342F190 M135 TOP ,LIML0105 LIPX ,"CODE/440090 DAT/V DOF/240321 EET/LSAS0035 LFFF0036 LIMM0041 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEIVL RMK/TCAS PAX FLT RVR/075 SEL/DQBP)
",ORL,False,1008.0,440090,A320
9728,F,600,LFPO,EDDB,EJU40FD  ,Z,A320   ,Z  ,OEINE    ,,240321,AA57075566,,,,,,,4401F7,,EJU40FD,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFPO0540 ,N0430F380 RANUX UN858 LIPNI/N0432F390 UN858 LIMGO DCT MASEK T278 KLF DCT ,EDDB0124 EDDC ,"CODE/4401F7 DAT/V DOF/240321 EET/EBUR0027 EDUU0030 EDWW0115 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEINE RMK/TCAS PAX FLT RVR/075 SEL/AMHQ)
",ORL,False,543.0,4401F7,A320
9731,F,1248,LFLL,EGKK,EJU40XT  ,Z,A319   ,Z  ,OELQE    ,,240321,AA57082305,,,,,,,440732,,EJU40XT,IS ,A319/M,SDE2E3FGIJ1RWXYZ/LB1 ,LFLL1140 ,N0428F380 BUSIL DCT AMORO DCT MOMIL DCT BAGBI DCT SIZZA UM733 KOPOR/N0418F360 UM733 PIREG/N0406F340 UT421 KUNAV ,EGKK0103 EGSS ,"CODE/440732 DAT/V DOF/240321 EET/LFFF0006 EGTT0054 NAV/RNP 2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OELQE RMK/TCAS PAX FLT RVR/075 SEL/FJGH TALT/LFLS)
",LYON,False,1249.0,440732,A319
9732,F,1748,LFBO,LFQQ,EJU416A  ,Z,A319   ,Z  ,OELKM    ,,240321,AA57089889,,,,,,,440625,,EJU416A,IS ,A319/M,SDE2E3FGIJ1RWXYZ/LB1 ,LFBO1803 ,N0407F320 FISTO DCT PERIG DCT ADABI DCT BOKNO UN858 VANAD UN874 PIWIZ/N0392F280 UN874 CMB ,LFQQ0112 EBBR ,"CODE/440625 DAT/V DOF/240321 EET/LFFF0007 IFP/MODESASP NAV/RNP 2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OELKM RMK/TCAS PAX FLT RVR/075 SEL/FJLP)
",TOUL,False,1749.0,440625,A319
9733,F,937,LFMN,LFPG,EJU417A  ,Z,A320   ,Z  ,OEICJ    ,,240321,AA57081129,,,,,,,440C96,,EJU417A,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFMN0835 ,N0426F340 OKTET UM733 GIPNO UT26 LOGNI DCT MOKIP DCT ARFOZ UN854 TINIL ,LFPG0106 LFQQ ,"CODE/440C96 DAT/V DOF/240321 EET/LFFF0010 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEICJ RMK/TCAS PAX FLT RVR/075 SEL/QSGM)
",NICE,False,839.0,440C96,A320
9735,F,1456,LFMN,LIRN,EJU4190  ,Z,A20N   ,Z  ,OELSI    ,,240321,AA57085439,,,,,,,440C34,,EJU4190,IS ,A20N/M,SDE2E3FGHIJ1RWXYZ/LB1G1 ,LFMN1358 ,N0330F180 BASIP Y15 ANAKI/N0429F370 DCT UNITA DCT TIDKA DCT KONER DCT UPDIN DCT NORNI DCT GENGI/N0392F330 DCT EVULI/N0381F310 DCT ERIKA ,LIRN0103 LIBD ,"CODE/440C34 DAT/V DOF/240321 EET/LIMM0005 LIRR0024 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OELSI RMK/TCAS PAX FLT RVR/075 SEL/ADHR)
",NICE,False,1523.0,440C34,A20N
9737,F,1838,LFPO,LFBO,EJU423Q  ,Z,A320   ,Z  ,OEIVL    ,,240321,AA57090089,,,,,,,440090,,EJU423Q,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFPO1815 ,N0407F310 ERIXU DCT ETAMO DCT GUERE DCT EVPOK DCT NARAK ,LFBO0053 LFMP ,"CODE/440090 DAT/V DOF/240321 EET/LFBB0037 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEIVL RMK/TCAS PAX FLT RVR/075 SEL/DQBP)
",ORL,False,1838.0,440090,A320
9738,F,1109,LFMN,EDDB,EJU42EC  ,Z,A319   ,Z  ,OELQU    ,,240321,AA57082144,,,,,,,4406F0,,EJU42EC,IS ,A319/M,SDE2E3FGIJ1RWXYZ/LB1 ,LFMN1109 ,N0334F180 BASIP Y15 GEN/N0430F380 DCT TAGIP DCT BRENO DCT ALUTU DCT TIVDA/N0434F370 DCT ETVIS DCT NAVEK DCT GAVLI/N0431F360 T203 ATGUP DCT ,EDDB0141 EDDC ,"CODE/4406F0 DAT/V DOF/240321 EET/LIMM0005 LOVV0043 EDUU0049 LKAA0106 EDUU0117 EDWW0132 IFP/MODESASP NAV/RNP 2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OELQU RMK/TCAS PAX FLT RVR/075 SEL/DKBL)
",NICE,False,1113.0,4406F0,A319
9740,F,2046,LFPO,LPPR,EJU42VX  ,Z,A320   ,Z  ,OEIJI    ,,240321,AA57093158,,,,,,,440185,,EJU42VX,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFPO2030 ,N0432F370 LGL UT176 TERPO UN872 ERIGA/N0431F390 DCT FUJTI DCT ATLEN DCT INSID T326 ASPOR ,LPPR0136 LPPT ,"CODE/440185 DAT/V DOF/240321 EET/LECM0058 LPPC0127 NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEIJI RMK/TCAS PAX FLT RVR/075 SEL/EKLS)
",ORL,False,2046.0,440185,A320
9743,F,1717,LFPO,LIML,EJU43ZW  ,Z,A320   ,Z  ,OEINF    ,,240321,AA57088847,,,,,,,440237,,EJU43ZW,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFPO1703 ,N0425F330 OKASI DCT OKEKO DCT MOU/N0432F330 DCT MADIV DCT MOKIP DCT TUFTA DCT GVA/N0425F330 DCT MOBLO/N0400F290 DCT LURAG DCT OBUXA/N0379F250 DCT TOP ,LIML0104 LIPX ,"CODE/440237 DAT/V DOF/240321 EET/LSAS0037 LFFF0039 LIMM0044 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEINF RMK/TCAS PAX FLT RVR/075 SEL/BQDE)
",ORL,False,1717.0,440237,A320
9744,F,1433,LFQQ,LFMN,EJU451R  ,Z,A320   ,Z  ,OEIVW    ,,240321,AA57084918,,,,,,,4401FA,,EJU451R,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFQQ1332 ,N0390F290 CMB UM728 KETEX/N0412F330 DCT KOTIS DCT KUKOR DCT UTUVA DCT LERGA DCT LIQID UY30 LATAM UY22 NISAR ,LFMN0116 LIMJ ,"CODE/4401FA DAT/V DOF/240321 EET/LFMM0111 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEIVW RMK/TCAS PAX FLT RVR/075 SEL/GRCD)
",LILE,False,1425.0,4401FA,A320
9745,F,1242,LFPG,GCTS,EJU4583  ,Z,A320   ,Z  ,OEICB    ,,240321,AA57083536,,,,,,,4403BB,,EJU4583,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFPG1220 ,N0428F350 LGL UT176 TERPO UN872 ERIGA UN741 AZFIC/N0429F370 DCT LOTEE DCT AGADO DCT ASMAR DCT VERAM DCT TELMU DCT ORTIS ,GCTS0339 GCFV ,"CODE/4403BB DAT/V DOF/240321 EET/LECM0059 LPPC0126 GCCC0258 NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEICB RMK/TCAS PAX FLT RVR/075 SEL/CGMS)
",CDG,False,1242.0,4403BB,A320
9748,F,1341,LFPG,EGGW,EJU4639  ,Z,A320   ,Z  ,OEICT    ,,240321,AA57084795,,,,,,,4402DB,,EJU4639,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFPG1325 ,N0368F240 OPALE UT421 KUNAV/N0362F240 Y8 BANVA M733 UNDUG ,EGGW0057 EGSS ,"CODE/4402DB DOF/240321 EET/EGTT0021 NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEICT RMK/TCAS PAX FLT RVR/075 SEL/GRBF)
",CDG,False,1341.0,4402DB,A320
9749,F,1717,LFPG,EGPF,EJU4675  ,Z,A320   ,Z  ,OEICT    ,,240321,AA57088952,,,,,,,4402DB,,EJU4675,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFPG1709 ,N0429F380 ATREX UT225 VESAN UL613 SOVAT L613 HALIF UN590 APPLE ,EGPF0120 EGPK ,"CODE/4402DB DOF/240321 EET/EGTT0020 EGPX0106 NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEICT RMK/TCAS PAX FLT RVR/075 SEL/GRBF)
",CDG,False,1716.0,4402DB,A320
9753,F,1029,LFMN,LFPO,EJU473X  ,Z,A320   ,Z  ,OEICK    ,,240321,AA57082339,,,,,,,440053,,EJU473X,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFMN0925 ,N0427F340 BADOD UZ12 BULOL UM733 IDAVO DCT ARDOL ,LFPO0106 LFPG ,"CODE/440053 DAT/V DOF/240321 EET/LFFF0008 IFP/MODESASP NAV/RNP2 OPR/EJU ORGN/EDDFEZYX PER/C REG/OEICK RMK/TCAS PAX FLT RVR/075 SEL/EMBQ)
",NICE,False,934.0,440053,A320
9754,F,955,LFRS,LPPT,EJU4763  ,Z,A319   ,Z  ,OELKC    ,,240321,AA57086863,,,,,,,440484,,EJU4763,IS ,A319/M,SDE2E3FGIJ1RWXYZ/LB1 ,LFRS0930 ,N0337F190 LUSON A25 BMC B19 ENSAC R10 URUNA P181 SSN/N0431F390 P181 NEA N976 ARDID DCT INBOM ,LPPT0155 LPFR ,"CODE/440484 DAT/V DOF/240321 EET/LFBB0010 LECM0047 LPPC0124 NAV/RNP 2 OPR/EJU ORGN/LTNOOCR PER/C REG/OELKC RMK/TCAS PAX FLT RVR/075 SEL/HSBG)
",NANT,False,945.0,440484,A319
